month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number,month,number
December,631547,January,564957,February,446706,March,33074,December,342724,January,360551,February,35995,March,7797,December,340485,January,323327,February,51728,March,4961,December,246990,January,245645,February,99121,March,2064,December,136851,January,145323,February,140331,March,48638,December,150266,January,141438,February,81012,March,58017,December,134369,January,119937,February,98307,March,26826,December,105791,January,115628,February,63269,March,28319,December,99865,January,77845,February,52618,March,17383,December,78128,January,53065,February,50234,March,15430
